?primaryID	?name	?synonym
<Q18032376>	"WT1"@en	"WAGR"@en
<Q18032377>	"WT2"@en	"Wilms tumor 2"@en
<Q18032377>	"WT2"@en	"MTACR1"@en
<Q18032377>	"WT2"@en	"ADCR"@en
<Q18030220>	"NRL"@en	"RP27"@en
<Q18030220>	"NRL"@en	"NRL-MAF"@en
<Q18030220>	"NRL"@en	"D14S46E"@en
<Q18030220>	"NRL"@en	"neural retina leucine zipper"@en
<Q18030221>	"NRTN"@en	"neurturin"@en
<Q18030221>	"NRTN"@en	"NTN"@en
<Q18030226>	"NTF6B"@en	"neurotrophin 6 beta (pseudogene)"@en
<Q18030227>	"NTF6G"@en	"neurotrophin 6 gamma (pseudogene)"@en
<Q18030224>	"NT5E"@en	"eN"@en
<Q18030224>	"NT5E"@en	"E5NT"@en
<Q18030224>	"NT5E"@en	"NT5"@en
<Q18030224>	"NT5E"@en	"eNT"@en
<Q18030224>	"NT5E"@en	"CD73"@en
<Q18033896>	"BUB3"@en	"BUB3 mitotic checkpoint protein"@en
<Q18033897>	"REPS2"@en	"POB1"@en
<Q18033897>	"REPS2"@en	"RALBP1 associated Eps domain containing 2"@en
<Q18032324>	"VEGFA"@en	"MVCD1"@en
<Q18032324>	"VEGFA"@en	"VPF"@en
<Q18032324>	"VEGFA"@en	"VEGF"@en
<Q18032324>	"VEGFA"@en	"vascular endothelial growth factor A"@en
<Q18032325>	"VEGFB"@en	"VEGFL"@en
<Q18032325>	"VEGFB"@en	"VRF"@en
<Q18032325>	"VEGFB"@en	"vascular endothelial growth factor B"@en
<Q18032330>	"VIPR1"@en	"VAPC1"@en
<Q18032330>	"VIPR1"@en	"V1RG"@en
<Q18032330>	"VIPR1"@en	"RDC1"@en
<Q18032330>	"VIPR1"@en	"HVR1"@en
<Q18032330>	"VIPR1"@en	"vasoactive intestinal peptide receptor 1"@en
<Q18032330>	"VIPR1"@en	"VPAC1"@en
<Q18032330>	"VIPR1"@en	"VIP-R-1"@en
<Q18032330>	"VIPR1"@en	"PACAP-R2"@en
<Q18032330>	"VIPR1"@en	"PACAP-R-2"@en
<Q18032330>	"VIPR1"@en	"VIPR"@en
<Q18032330>	"VIPR1"@en	"II"@en
<Q18032330>	"VIPR1"@en	"VPCAP1R"@en
<Q18032330>	"VIPR1"@en	"VPAC1R"@en
<Q18032330>	"VIPR1"@en	"VIRG"@en
<Q18032331>	"VIPR2"@en	"VPCAP2R"@en
<Q18032331>	"VIPR2"@en	"DUP7q36.3"@en
<Q18032331>	"VIPR2"@en	"C16DUPq36.3"@en
<Q18032331>	"VIPR2"@en	"VIP-R-2"@en
<Q18032331>	"VIPR2"@en	"vasoactive intestinal peptide receptor 2"@en
<Q18032331>	"VIPR2"@en	"VPAC2R"@en
<Q18032331>	"VIPR2"@en	"VPAC2"@en
<Q18032331>	"VIPR2"@en	"PACAP-R3"@en
<Q18032331>	"VIPR2"@en	"PACAP-R-3"@en
<Q18032328>	"VIL1"@en	"D2S1471"@en
<Q18032328>	"VIL1"@en	"villin 1"@en
<Q18032328>	"VIL1"@en	"VIL"@en
<Q18032329>	"EZR"@en	"VIL2"@en
<Q18032329>	"EZR"@en	"HEL-S-105"@en
<Q18032329>	"EZR"@en	"CVIL"@en
<Q18032329>	"EZR"@en	"Ezrin"@en
<Q18032329>	"EZR"@en	"CVL"@en
<Q18030231>	"DDR2"@en	"WRCN"@en
<Q18030231>	"DDR2"@en	"TYRO10"@en
<Q18030231>	"DDR2"@en	"NTRKR3"@en
<Q18030231>	"DDR2"@en	"MIG20a"@en
<Q18030231>	"DDR2"@en	"discoidin domain receptor tyrosine kinase 2"@en
<Q18030231>	"DDR2"@en	"TKT"@en
<Q18030228>	"NTHL1"@en	"OCTS3"@en
<Q18030228>	"NTHL1"@en	"hNTH1"@en
<Q18030228>	"NTHL1"@en	"FAP3"@en
<Q18030228>	"NTHL1"@en	"NTH1"@en
<Q18030228>	"NTHL1"@en	"nth-like DNA glycosylase 1"@en
<Q18030228>	"NTHL1"@en	"nth like DNA glycosylase 1"@en
<Q18030229>	"NTN3"@en	"NTN2L"@en
<Q18030229>	"NTN3"@en	"netrin 3"@en
<Q18030234>	"NUCB2"@en	"HEL-S-109"@en
<Q18030234>	"NUCB2"@en	"NEFA"@en
<Q18030234>	"NUCB2"@en	"nucleobindin 2"@en
<Q18030235>	"NUMA1"@en	"NMP-22"@en
<Q18030235>	"NUMA1"@en	"NUMA"@en
<Q18030235>	"NUMA1"@en	"nuclear mitotic apparatus protein 1"@en
<Q18030232>	"NTSR1"@en	"NTR1"@en
<Q18030232>	"NTSR1"@en	"Neurotensin receptor 1"@en
<Q18030232>	"NTSR1"@en	"neurotensin receptor 1 (high affinity)"@en
<Q18030232>	"NTSR1"@en	"NTR"@en
<Q18030233>	"NUCB1"@en	"nucleobindin 1"@en
<Q18030233>	"NUCB1"@en	"CALNUC"@en
<Q18030233>	"NUCB1"@en	"NUC"@en
<Q18031438>	"SEMG2"@en	"semenogelin 2"@en
<Q18031438>	"SEMG2"@en	"SGII"@en
<Q18031438>	"SEMG2"@en	"semenogelin II"@en
<Q18031439>	"SEN2"@en	"senescence (cellular)-related 2"@en
<Q18031442>	"SEN6A"@en	"senescence (cellular)-related 6A"@en
<Q18031443>	"SEN6B"@en	"senescence (cellular)-related 6B"@en
<Q18031440>	"SEN3"@en	"senescence (cellular)-related 3"@en
<Q18031441>	"SEN6"@en	"senescence (cellular)-related 6"@en
<Q18031444>	"SELENOP"@en	"SEPP"@en
<Q18031444>	"SELENOP"@en	"SeP"@en
<Q18031444>	"SELENOP"@en	"SEPP1"@en
<Q18031444>	"SELENOP"@en	"selenoprotein P, plasma, 1"@en
<Q18031444>	"SELENOP"@en	"selenoprotein P"@en
<Q18031444>	"SELENOP"@en	"SELP"@en
<Q18032379>	"XBP1P1"@en	"XBPP1"@en
<Q18032379>	"XBP1P1"@en	"XBP1"@en
<Q18032379>	"XBP1P1"@en	"XBP"@en
<Q18032379>	"XBP1P1"@en	"X-box binding protein 1 pseudogene 1"@en
<Q18032382>	"XGY1"@en	"XGPY1"@en
<Q18032382>	"XGY1"@en	"XGPY"@en
<Q18032382>	"XGY1"@en	"Xg pseudogene, Y-linked 1"@en
<Q18032383>	"XGR"@en	"XG and CD99 regulator"@en
<Q18032383>	"XGR"@en	"YG"@en
<Q18032380>	"XCE"@en	"XITE"@en
<Q18032380>	"XCE"@en	"XCA"@en
<Q18032380>	"XCE"@en	"X chromosome controlling element"@en
<Q18032381>	"XG"@en	"Xg glycoprotein (Xg blood group)"@en
<Q18032381>	"XG"@en	"PBDX"@en
<Q18032381>	"XG"@en	"Xg blood group"@en
<Q18032387>	"XM"@en	"Xm(a) antigen"@en
<Q18032384>	"XIC"@en	"XCE"@en
<Q18032384>	"XIC"@en	"X chromosome inactivation center"@en
<Q18032384>	"XIC"@en	"SXI1"@en
<Q18032384>	"XIC"@en	"XIST"@en
<Q18032385>	"XIST"@en	"X inactive specific transcript (non-protein coding)"@en
<Q18032385>	"XIST"@en	"X inactive specific transcript"@en
<Q18032385>	"XIST"@en	"swd66"@en
<Q18032385>	"XIST"@en	"NCRNA00001"@en
<Q18032385>	"XIST"@en	"LINC00001"@en
<Q18032385>	"XIST"@en	"DXS399E"@en
<Q18032385>	"XIST"@en	"DXS1089"@en
<Q18032385>	"XIST"@en	"SXI1"@en
<Q18032385>	"XIST"@en	"Xist"@en
<Q18033894>	"RASSF9"@en	"Ras association domain family member 9"@en
<Q18033894>	"RASSF9"@en	"PCIP1"@en
<Q18033894>	"RASSF9"@en	"PAMCI"@en
<Q18033894>	"RASSF9"@en	"P-CIP1"@en
<Q18033895>	"ZW10"@en	"HZW10"@en
<Q18033895>	"ZW10"@en	"zw10 kinetochore protein"@en
<Q18033895>	"ZW10"@en	"KNTC1AP"@en
<Q18033892>	"AP4M1"@en	"SPG50"@en
<Q18033892>	"AP4M1"@en	"MU-ARP2"@en
<Q18033892>	"AP4M1"@en	"MU-4"@en
<Q18033892>	"AP4M1"@en	"CPSQ3"@en
<Q18033892>	"AP4M1"@en	"adaptor related protein complex 4 subunit mu 1"@en
<Q18033892>	"AP4M1"@en	"adaptor related protein complex 4 mu 1 subunit"@en
<Q18033893>	"ARHGEF2"@en	"NEDMHM"@en
<Q18033893>	"ARHGEF2"@en	"LFP40"@en
<Q18033893>	"ARHGEF2"@en	"Lfc"@en
<Q18033893>	"ARHGEF2"@en	"GEFH1"@en
<Q18033893>	"ARHGEF2"@en	"GEF-H1"@en
<Q18033893>	"ARHGEF2"@en	"Rho/Rac guanine nucleotide exchange factor 2"@en
<Q18033893>	"ARHGEF2"@en	"GEF"@en
<Q18033893>	"ARHGEF2"@en	"P40"@en
<Q18033899>	"SLC24A1"@en	"RODX"@en
<Q18033899>	"SLC24A1"@en	"NCKX1"@en
<Q18033899>	"SLC24A1"@en	"NCKX"@en
<Q18033899>	"SLC24A1"@en	"HsT17412"@en
<Q18033899>	"SLC24A1"@en	"CSNB1D"@en
<Q18033899>	"SLC24A1"@en	"solute carrier family 24 member 1"@en
<Q18033896>	"BUB3"@en	"hBUB3"@en
<Q18033896>	"BUB3"@en	"BUB3L"@en
<Q18033896>	"BUB3"@en	"BUB3, mitotic checkpoint protein"@en
<Q18033902>	"DEDD"@en	"KE05"@en
<Q18033902>	"DEDD"@en	"FLDED1"@en
<Q18033902>	"DEDD"@en	"DEDD1"@en
<Q18033902>	"DEDD"@en	"death effector domain containing"@en
<Q18033902>	"DEDD"@en	"CASP8IP1"@en
<Q18033902>	"DEDD"@en	"DEFT"@en
<Q18033903>	"SPG9"@en	"spastic paraplegia 9 (autosomal dominant)"@en
<Q18033900>	"DDX21"@en	"RH-II/GuA"@en
<Q18033900>	"DDX21"@en	"RH-II/GU"@en
<Q18033900>	"DDX21"@en	"GURDB"@en
<Q18033900>	"DDX21"@en	"DExD-box helicase 21"@en
<Q18033900>	"DDX21"@en	"DEAD-box helicase 21"@en
<Q18033900>	"DDX21"@en	"GUA"@en
<Q18033901>	"ZBED1"@en	"zinc finger BED-type containing 1"@en
<Q18033901>	"ZBED1"@en	"hDREF"@en
<Q18033901>	"ZBED1"@en	"ALTE"@en
<Q18033901>	"ZBED1"@en	"DREF"@en
<Q18033901>	"ZBED1"@en	"TRAMP"@en
<Q18033906>	"SLC33A1"@en	"SPG42"@en
<Q18033906>	"SLC33A1"@en	"CCHLND"@en
<Q18033906>	"SLC33A1"@en	"ACATN"@en
<Q18033906>	"SLC33A1"@en	"AT1"@en
<Q18033906>	"SLC33A1"@en	"solute carrier family 33 member 1"@en
<Q18033906>	"SLC33A1"@en	"AT-1"@en
<Q18033904>	"SLC16A7"@en	"MCT2"@en
<Q18033904>	"SLC16A7"@en	"solute carrier family 16 member 7"@en
<Q18033905>	"KCNAB3"@en	"KV-BETA-3"@en
<Q18033905>	"KCNAB3"@en	"KCNA3B"@en
<Q18033905>	"KCNAB3"@en	"KCNA3.1B"@en
<Q18033905>	"KCNAB3"@en	"AKR6A9"@en
<Q18033905>	"KCNAB3"@en	"potassium voltage-gated channel subfamily A regulatory beta subunit 3"@en
<Q18030282>	"OPHN1"@en	"OPN1"@en
<Q18030282>	"OPHN1"@en	"oligophrenin 1"@en
<Q18030282>	"OPHN1"@en	"MRXSBL"@en
<Q18030282>	"OPHN1"@en	"MRX60"@en
<Q18030282>	"OPHN1"@en	"ARHGAP41"@en
<Q18030283>	"OPRD1"@en	"Δ-opioid receptor"@en
<Q18030283>	"OPRD1"@en	"opioid receptor delta 1"@en
<Q18030283>	"OPRD1"@en	"OPRD"@en
<Q18030283>	"OPRD1"@en	"DOP"@en
<Q18030283>	"OPRD1"@en	"DOR1"@en
<Q18030283>	"OPRD1"@en	"DOR"@en
<Q18030280>	"OPCML"@en	"opioid binding protein/cell adhesion molecule like"@en
<Q18030280>	"OPCML"@en	"OPCM"@en
<Q18030280>	"OPCML"@en	"IGLON1"@en
<Q18030280>	"OPCML"@en	"opioid binding protein/cell adhesion molecule-like"@en
<Q18030280>	"OPCML"@en	"OBCAM"@en
<Q18030281>	"OPEM"@en	"ophthalmoplegia, external, with myopia"@en
<Q18030286>	"OR1D2"@en	"OR17-4"@en
<Q18030286>	"OR1D2"@en	"OLFR1"@en
<Q18030286>	"OR1D2"@en	"olfactory receptor family 1 subfamily D member 2"@en
<Q18030287>	"OR1F1"@en	"ORL1023"@en
<Q18030287>	"OR1F1"@en	"OR3-145"@en
<Q18030287>	"OR1F1"@en	"OR1F9"@en
<Q18030287>	"OR1F1"@en	"OR1F8"@en
<Q18030287>	"OR1F1"@en	"OR1F7"@en
<Q18030287>	"OR1F1"@en	"OR1F6"@en
<Q18030287>	"OR1F1"@en	"OR1F5"@en
<Q18030287>	"OR1F1"@en	"OR1F4"@en
<Q18030287>	"OR1F1"@en	"OR1F13P"@en
<Q18030287>	"OR1F1"@en	"OR1F10"@en
<Q18030287>	"OR1F1"@en	"OR16-90"@en
<Q18030287>	"OR1F1"@en	"OR16-89"@en
<Q18030287>	"OR1F1"@en	"OR16-88"@en
<Q18030287>	"OR1F1"@en	"OR16-37"@en
<Q18030287>	"OR1F1"@en	"OR16-36"@en
<Q18030287>	"OR1F1"@en	"OLFMF"@en
<Q18030287>	"OR1F1"@en	"olfactory receptor family 1 subfamily F member 1"@en
<Q18030284>	"SIX6"@en	"OPTX2"@en
<Q18030284>	"SIX6"@en	"ODRMD"@en
<Q18030284>	"SIX6"@en	"MCOPCT2"@en
<Q18030284>	"SIX6"@en	"Six9"@en
<Q18030284>	"SIX6"@en	"SIX homeobox 6"@en
<Q18032340>	"VSNL1"@en	"visinin like 1"@en
<Q18032340>	"VSNL1"@en	"VILIP-1"@en
<Q18032340>	"VSNL1"@en	"VILIP"@en
<Q18032340>	"VSNL1"@en	"HUVISL1"@en
<Q18032340>	"VSNL1"@en	"HPCAL3"@en
<Q18032340>	"VSNL1"@en	"HLP3"@en
<Q18032341>	"VWFP1"@en	"VWFP"@en
<Q18032341>	"VWFP1"@en	"von Willebrand factor pseudogene 1"@en
<Q18032341>	"VWFP1"@en	"F8VWFP"@en
<Q18032341>	"VWFP1"@en	"F8VWFL"@en
<Q18032346>	"WBS2"@en	"Williams-Beuren syndrome type 2"@en
<Q18032346>	"WBS2"@en	"WBS"@en
<Q18032346>	"WBS2"@en	"WS"@en
<Q18032347>	"EIF4H"@en	"WSCR1"@en
<Q18032347>	"EIF4H"@en	"WBSCR1"@en
<Q18032347>	"EIF4H"@en	"eukaryotic translation initiation factor 4H"@en
<Q18032347>	"EIF4H"@en	"eIF-4H"@en
<Q18032344>	"ZAN"@en	"zonadhesin (gene/pseudogene)"@en
<Q18032344>	"ZAN"@en	"zonadhesin"@en
<Q18032345>	"WIPF1"@en	"WASPIP"@en
<Q18032345>	"WIPF1"@en	"WAS/WASL interacting protein family member 1"@en
<Q18032345>	"WIPF1"@en	"PRPL-2"@en
<Q18032345>	"WIPF1"@en	"WIP"@en
<Q18032345>	"WIPF1"@en	"WAS2"@en
<Q18032348>	"WBSCR2"@en	"WSCR2"@en
<Q18032348>	"WBSCR2"@en	"Williams-Beuren syndrome chromosome region 2"@en
<Q18031350>	"S100A4"@en	"P9KA"@en
<Q18032440>	"ZNF182"@en	"ZNF21"@en
<Q18032440>	"ZNF182"@en	"KOX14"@en
<Q18032440>	"ZNF182"@en	"HHZ150"@en
<Q18032440>	"ZNF182"@en	"zinc finger protein 182"@en
<Q18032440>	"ZNF182"@en	"Zfp182"@en
<Q18035302>	"CNPY2"@en	"ZSIG9"@en
<Q18035302>	"CNPY2"@en	"TMEM4"@en
<Q18035302>	"CNPY2"@en	"MSAP"@en
<Q18035302>	"CNPY2"@en	"HP10390"@en
<Q18035302>	"CNPY2"@en	"canopy FGF signaling regulator 2"@en
<Q18035303>	"B3GNT3"@en	"TMEM3"@en
<Q18035303>	"B3GNT3"@en	"HP10328"@en
<Q18035303>	"B3GNT3"@en	"beta3Gn-T3"@en
<Q18035303>	"B3GNT3"@en	"Beta-1,3-N-acetylglucosaminyltransferase 3"@en
<Q18035303>	"B3GNT3"@en	"B3GNT-3"@en
<Q18035303>	"B3GNT3"@en	"B3GN-T3"@en
<Q18035303>	"B3GNT3"@en	"B3GAL-T8"@en
<Q18035303>	"B3GNT3"@en	"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3"@en
<Q18035300>	"EMC8"@en	"NOC4"@en
<Q18035300>	"EMC8"@en	"FAM158B"@en
<Q18035300>	"EMC8"@en	"ER membrane protein complex subunit 8"@en
<Q18035300>	"EMC8"@en	"COX4NB"@en
<Q18035300>	"EMC8"@en	"C16orf4"@en
<Q18035300>	"EMC8"@en	"C16orf2"@en
<Q18035301>	"RXYLT1"@en	"TMEM5"@en
<Q18035301>	"RXYLT1"@en	"MDDGA10"@en
<Q18035301>	"RXYLT1"@en	"HP10481"@en
<Q18035301>	"RXYLT1"@en	"ribitol xylosyltransferase 1"@en
<Q18035301>	"RXYLT1"@en	"transmembrane protein 5"@en
<Q18035306>	"PCGF3"@en	"RNF3A"@en
<Q18035306>	"PCGF3"@en	"RNF3"@en
<Q18035306>	"PCGF3"@en	"DONG1"@en
<Q18035306>	"PCGF3"@en	"polycomb group ring finger 3"@en
<Q18035304>	"CLEC4M"@en	"LSIGN"@en
<Q18035304>	"CLEC4M"@en	"L-SIGN"@en
<Q18035304>	"CLEC4M"@en	"HP10347"@en
<Q18035304>	"CLEC4M"@en	"DCSIGNR"@en
<Q18035304>	"CLEC4M"@en	"DC-SIGNR"@en
<Q18035304>	"CLEC4M"@en	"DC-SIGN2"@en
<Q18035304>	"CLEC4M"@en	"CD299"@en
<Q18035304>	"CLEC4M"@en	"CD209L"@en
<Q18035304>	"CLEC4M"@en	"C-type lectin domain family 4 member M"@en
<Q18035305>	"IRAG1"@en	"JAW1L"@en
<Q18035305>	"IRAG1"@en	"inositol 1,4,5-triphosphate receptor associated 1"@en
<Q18035305>	"IRAG1"@en	"IRAG"@en
<Q18035305>	"IRAG1"@en	"murine retrovirus integration site 1 homolog"@en
<Q18035305>	"IRAG1"@en	"MRVI1"@en
<Q18031490>	"SHMT2"@en	"NEDCASB"@en
<Q18031490>	"SHMT2"@en	"HEL-S-51e"@en
<Q18031490>	"SHMT2"@en	"GLYA"@en
<Q18031490>	"SHMT2"@en	"serine hydroxymethyltransferase 2"@en
<Q18031490>	"SHMT2"@en	"SHMT"@en
<Q18031491>	"SHOX2"@en	"OG12X"@en
<Q18031491>	"SHOX2"@en	"OG12"@en
<Q18031491>	"SHOX2"@en	"SHOT"@en
<Q18031491>	"SHOX2"@en	"short stature homeobox 2"@en
<Q18031488>	"SHMT1P1"@en	"SHMT1P"@en
<Q18031488>	"SHMT1P1"@en	"serine hydroxymethyltransferase 1 (soluble) pseudogene 1"@en
<Q18031494>	"SIAH1"@en	"SIAH1A"@en
<Q18031494>	"SIAH1"@en	"siah E3 ubiquitin protein ligase 1"@en
<Q18031494>	"SIAH1"@en	"BURHAS"@en
<Q18031493>	"SI"@en	"sucrase-isomaltase"@en
<Q18031498>	"ST3GAL1"@en	"ST3O"@en
<Q18031498>	"ST3GAL1"@en	"ST3GalIA,1"@en
<Q18031498>	"ST3GAL1"@en	"ST3GalIA"@en
<Q18031498>	"ST3GAL1"@en	"ST3GalA.1"@en
<Q18031498>	"ST3GAL1"@en	"ST3GalA"@en
<Q18031498>	"ST3GAL1"@en	"ST3 beta-galactoside alpha-2,3-sialyltransferase 1"@en
<Q18031498>	"ST3GAL1"@en	"SIATFL"@en
<Q18031498>	"ST3GAL1"@en	"SIAT4A"@en
<Q18031498>	"ST3GAL1"@en	"Gal-NAc6S"@en
<Q18031496>	"SIAH2"@en	"hSiah2"@en
<Q18031496>	"SIAH2"@en	"siah E3 ubiquitin protein ligase 2"@en
<Q18031497>	"ST6GAL1"@en	"ST6N"@en
<Q18031497>	"ST6GAL1"@en	"SIAT1"@en
<Q18031497>	"ST6GAL1"@en	"CDw75"@en
<Q18031497>	"ST6GAL1"@en	"ST6GalI"@en
<Q18031497>	"ST6GAL1"@en	"ST6 beta-galactoside alpha-2,6-sialyltransferase 1"@en
<Q18033871>	"NEURL1"@en	"RNF67"@en
<Q18033871>	"NEURL1"@en	"NEURL"@en
<Q18033871>	"NEURL1"@en	"neu-1"@en
<Q18033871>	"NEURL1"@en	"bA416N2.1"@en
<Q18033871>	"NEURL1"@en	"NEUR1"@en
<Q18033871>	"NEURL1"@en	"neuralized E3 ubiquitin protein ligase 1"@en
<Q18033871>	"NEURL1"@en	"neu"@en
<Q18033875>	"SLC6A5"@en	"HKPX3"@en
<Q18033875>	"SLC6A5"@en	"GLYT-2"@en
<Q18033875>	"SLC6A5"@en	"Glycine transporter 2"@en
<Q18033875>	"SLC6A5"@en	"GLYT2"@en
<Q18033875>	"SLC6A5"@en	"NET1"@en
<Q18033875>	"SLC6A5"@en	"solute carrier family 6 member 5"@en
<Q18033872>	"DYRK1B"@en	"MIRK"@en
<Q18033872>	"DYRK1B"@en	"dual specificity tyrosine phosphorylation regulated kinase 1B"@en
<Q18033872>	"DYRK1B"@en	"AOMS3"@en
<Q18033873>	"CTDP1"@en	"FCP1"@en
<Q18033873>	"CTDP1"@en	"CTD phosphatase subunit 1"@en
<Q18033873>	"CTDP1"@en	"CCFDN"@en
<Q18033876>	"SLC28A2"@en	"SPNT1"@en
<Q18033876>	"SLC28A2"@en	"HsT17153"@en
<Q18033876>	"SLC28A2"@en	"HCNT2"@en
<Q18033876>	"SLC28A2"@en	"solute carrier family 28 member 2"@en
<Q18033876>	"SLC28A2"@en	"Concentrative nucleoside transporter 2"@en
<Q18033876>	"SLC28A2"@en	"CNT2"@en
<Q18033877>	"SLC28A1"@en	"URCTU"@en
<Q18033877>	"SLC28A1"@en	"HCNT1"@en
<Q18031350>	"S100A4"@en	"PEL98"@en
<Q18031350>	"S100A4"@en	"S100 calcium binding protein A4"@en
<Q18031350>	"S100A4"@en	"18A2"@en
<Q18031350>	"S100A4"@en	"42A"@en
<Q18031350>	"S100A4"@en	"FSP1"@en
<Q18031350>	"S100A4"@en	"MTS1"@en
<Q18031350>	"S100A4"@en	"CAPL"@en
<Q18031351>	"S100A5"@en	"S100D"@en
<Q18031351>	"S100A5"@en	"S100 calcium binding protein A5"@en
<Q18031348>	"S100A2"@en	"S100L"@en
<Q18031348>	"S100A2"@en	"S100 calcium binding protein A2"@en
<Q18031348>	"S100A2"@en	"CAN19"@en
<Q18031349>	"S100A3"@en	"S100E"@en
<Q18031349>	"S100A3"@en	"S100 calcium binding protein A3"@en
<Q18031354>	"S100A9"@en	"MAC387"@en
<Q18031354>	"S100A9"@en	"LIAG"@en
<Q18031354>	"S100A9"@en	"L1AG"@en
<Q18031354>	"S100A9"@en	"CGLB"@en
<Q18031354>	"S100A9"@en	"CAGB"@en
<Q18031354>	"S100A9"@en	"S100-A9"@en
<Q18031354>	"S100A9"@en	"MRP14"@en
<Q18031354>	"S100A9"@en	"S100 calcium binding protein A9"@en
<Q18031354>	"S100A9"@en	"P14"@en
<Q18031354>	"S100A9"@en	"CFAG"@en
<Q18031354>	"S100A9"@en	"60B8AG"@en
<Q18031354>	"S100A9"@en	"NIF"@en
<Q18031354>	"S100A9"@en	"MIF"@en
<Q18031352>	"S100A6"@en	"S10A6"@en
<Q18031352>	"S100A6"@en	"CACY"@en
<Q18031352>	"S100A6"@en	"5B10"@en
<Q18031352>	"S100A6"@en	"S100 calcium binding protein A6"@en
<Q18031352>	"S100A6"@en	"CABP"@en
<Q18031352>	"S100A6"@en	"2A9"@en
<Q18031352>	"S100A6"@en	"PRA"@en
<Q18031353>	"S100A7"@en	"S100A7c"@en
<Q18031353>	"S100A7"@en	"PSOR1"@en
<Q18031353>	"S100A7"@en	"S100 calcium binding protein A7"@en
<Q18030306>	"CLDN11"@en	"HLD22"@en
<Q18030306>	"CLDN11"@en	"claudin 11"@en
<Q18030306>	"CLDN11"@en	"OTM"@en
<Q18030306>	"CLDN11"@en	"OSP"@en
<Q18030307>	"OTSC1"@en	"otosclerosis 1"@en
<Q18030307>	"OTSC1"@en	"OTS"@en
<Q18030310>	"OVGP1"@en	"CHIT5"@en
<Q18030310>	"OVGP1"@en	"EGP"@en
<Q18030310>	"OVGP1"@en	"oviductal glycoprotein 1"@en
<Q18030310>	"OVGP1"@en	"MUC9"@en
<Q18030310>	"OVGP1"@en	"OGP"@en
<Q18030311>	"OVOL1"@en	"HOVO1"@en
<Q18030311>	"OVOL1"@en	"ovo like transcriptional repressor 1"@en
<Q18030308>	"OTX1"@en	"orthodenticle homeobox 1"@en
<Q18030309>	"OTX2"@en	"MCOPS5"@en
<Q18030309>	"OTX2"@en	"CPHD6"@en
<Q18030309>	"OTX2"@en	"Orthodenticle homeobox 2"@en
<Q18030312>	"OXA1L"@en	"OXA1L mitochondrial inner membrane protein"@en
<Q18030312>	"OXA1L"@en	"OXA1"@en
<Q18030312>	"OXA1L"@en	"OXA1L, mitochondrial inner membrane protein"@en
<Q18033858>	"CCNE2"@en	"CYCE2"@en
<Q18033858>	"CCNE2"@en	"cyclin E2"@en
<Q18033859>	"RABEP1"@en	"RABPT5"@en
<Q18033859>	"RABEP1"@en	"RAB5EP"@en
<Q18033859>	"RABEP1"@en	"rabaptin, RAB GTPase binding effector protein 1"@en
<Q18033862>	"CBFA2T2"@en	"ZMYND3"@en
<Q18033862>	"CBFA2T2"@en	"MTGR1"@en
<Q18033862>	"CBFA2T2"@en	"CBFA2/RUNX1 translocation partner 2"@en
<Q18033862>	"CBFA2T2"@en	"CBFA2/RUNX1 partner transcriptional co-repressor 2"@en
<Q18033862>	"CBFA2T2"@en	"p85"@en
<Q18033862>	"CBFA2T2"@en	"EHT"@en
<Q18033863>	"ATG12"@en	"HAPG12"@en
<Q18033863>	"ATG12"@en	"FBR93"@en
<Q18033863>	"ATG12"@en	"APG12L"@en
<Q18033863>	"ATG12"@en	"autophagy related 12"@en
<Q18033863>	"ATG12"@en	"APG12"@en
<Q18033860>	"RRP9"@en	"RNU3IP2"@en
<Q18033860>	"RRP9"@en	"ribosomal RNA processing 9, U3 small nucleolar RNA binding protein"@en
<Q18033860>	"RRP9"@en	"ribosomal RNA processing 9, small subunit (SSU) processome component, homolog (yeast)"@en
<Q18033860>	"RRP9"@en	"U3-55K"@en
<Q18033861>	"ARHGEF1"@en	"SUB1.5"@en
<Q18033861>	"ARHGEF1"@en	"P115-RHOGEF"@en
<Q18033861>	"ARHGEF1"@en	"LBCL2"@en
<Q18033861>	"ARHGEF1"@en	"IMD62"@en
<Q18033861>	"ARHGEF1"@en	"GEF1"@en
<Q18033861>	"ARHGEF1"@en	"Rho guanine nucleotide exchange factor 1"@en
<Q18033861>	"ARHGEF1"@en	"LSC"@en
<Q18035362>	"IFITM3"@en	"1-8U"@en
<Q18035362>	"IFITM3"@en	"IP15"@en
<Q18035362>	"IFITM3"@en	"interferon induced transmembrane protein 3"@en
<Q18035362>	"IFITM3"@en	"DSPA2b"@en
<Q18035363>	"RAPGEF3"@en	"Rap guanine nucleotide exchange factor 3"@en
<Q18035363>	"RAPGEF3"@en	"HSU79275"@en
<Q18035363>	"RAPGEF3"@en	"CAMP-GEFI"@en
<Q18035363>	"RAPGEF3"@en	"bcm910"@en
<Q18035363>	"RAPGEF3"@en	"EPAC1"@en
<Q18035363>	"RAPGEF3"@en	"EPAC"@en
<Q18035366>	"SPON2"@en	"MINDIN"@en
<Q18035366>	"SPON2"@en	"M-SPONDIN"@en
<Q18035366>	"SPON2"@en	"DIL1"@en
<Q18035366>	"SPON2"@en	"DIL-1"@en
<Q18035366>	"SPON2"@en	"spondin 2"@en
<Q18035367>	"SPON1"@en	"VSGP/F-spondin"@en
